,id,period,text,homeAway,scoringPlay,athlete,coordinate,shootingPlay,type,isFreeThrow,x,y,clck,prd,awyScr,hmScr,txt,tm,sq,plyTypId,scrng
155,400828509411,"{'number': 4, 'displayValue': '4th Quarter'}",Leandro Barbosa makes free throw 2 of 2,away,True,"{'id': '2166', 'name': 'Leandro Barbosa'}","{'x': 25, 'y': -8}",True,"{'id': '99', 'txt': 'Free Throw - 2 of 2'}",True,25,-8,11:41,4,106,67,Leandro Barbosa makes free throw 2 of 2,9,411,99,True
156,400828509413,"{'number': 4, 'displayValue': '4th Quarter'}",Iman Shumpert makes jumper (Matthew Dellavedova assists),home,True,"{'id': '6468', 'name': 'Iman Shumpert'}","{'x': 40, 'y': -2}",True,"{'id': '92', 'txt': 'Jump Shot'}",,40,-2,11:29,4,106,69,Iman Shumpert makes jumper (Matthew Dellavedova assists),5,413,92,True
157,400828509414,"{'number': 4, 'displayValue': '4th Quarter'}",Andre Iguodala makes 24-foot  three point jumper ,away,True,"{'id': '2386', 'name': 'Andre Iguodala'}","{'x': 35, 'y': 22}",True,"{'id': '92', 'txt': 'Jump Shot'}",,35,22,11:10,4,109,69,Andre Iguodala makes 24-foot  three point jumper ,9,414,92,True
158,400828509416,"{'number': 4, 'displayValue': '4th Quarter'}",Andre Iguodala makes 25-foot  three point jumper  (Leandro Barbosa assists),away,True,"{'id': '2386', 'name': 'Andre Iguodala'}","{'x': 41, 'y': 19}",True,"{'id': '92', 'txt': 'Jump Shot'}",,41,19,10:41,4,112,69,Andre Iguodala makes 25-foot  three point jumper  (Leandro Barbosa assists),9,416,92,True
159,400828509420,"{'number': 4, 'displayValue': '4th Quarter'}",Matthew Dellavedova makes 23-foot jumper (Jared Cunningham assists),home,True,"{'id': '2489716', 'name': 'Matthew Dellavedova'}","{'x': 7, 'y': 14}",True,"{'id': '92', 'txt': 'Jump Shot'}",,7,14,10:26,4,112,71,Matthew Dellavedova makes 23-foot jumper (Jared Cunningham assists),5,420,92,True
160,400828509422,"{'number': 4, 'displayValue': '4th Quarter'}",Harrison Barnes makes 17-foot jumper (Shaun Livingston assists),away,True,"{'id': '6578', 'name': 'Harrison Barnes'}","{'x': 9, 'y': 6}",True,"{'id': '92', 'txt': 'Jump Shot'}",,9,6,10:08,4,114,71,Harrison Barnes makes 17-foot jumper (Shaun Livingston assists),9,422,92,True
161,400828509431,"{'number': 4, 'displayValue': '4th Quarter'}",Matthew Dellavedova  misses 15-foot two point shot,home,,"{'id': '2489716', 'name': 'Matthew Dellavedova'}","{'x': 35, 'y': 12}",True,"{'id': '130', 'txt': 'Floating Jump Shot'}",,35,12,9:07,4,114,71,Matthew Dellavedova  misses 15-foot two point shot,5,431,130,
162,400828509433,"{'number': 4, 'displayValue': '4th Quarter'}",Harrison Barnes  misses 23-foot three point jumper ,away,,"{'id': '6578', 'name': 'Harrison Barnes'}","{'x': 48, 'y': 2}",True,"{'id': '92', 'txt': 'Jump Shot'}",,48,2,8:59,4,114,71,Harrison Barnes  misses 23-foot three point jumper ,9,433,92,
163,400828509440,"{'number': 4, 'displayValue': '4th Quarter'}",Iman Shumpert makes free throw 1 of 2,home,True,"{'id': '6468', 'name': 'Iman Shumpert'}","{'x': 25, 'y': -8}",True,"{'id': '98', 'txt': 'Free Throw - 1 of 2'}",True,25,-8,8:52,4,114,72,Iman Shumpert makes free throw 1 of 2,5,440,98,True
164,400828509442,"{'number': 4, 'displayValue': '4th Quarter'}",Iman Shumpert misses free throw 2 of 2,home,,"{'id': '6468', 'name': 'Iman Shumpert'}","{'x': 25, 'y': -8}",True,"{'id': '99', 'txt': 'Free Throw - 2 of 2'}",True,25,-8,8:52,4,114,72,Iman Shumpert misses free throw 2 of 2,5,442,99,
165,400828509445,"{'number': 4, 'displayValue': '4th Quarter'}",Jared Cunningham makes dunk (Matthew Dellavedova assists),home,True,"{'id': '6582', 'name': 'Jared Cunningham'}","{'x': 25, 'y': 0}",True,"{'id': '96', 'txt': 'Dunk Shot'}",,25,0,8:37,4,114,74,Jared Cunningham makes dunk (Matthew Dellavedova assists),5,445,96,True
166,400828509446,"{'number': 4, 'displayValue': '4th Quarter'}",Marreese Speights  misses 18-foot jumper,away,,"{'id': '3460', 'name': 'Marreese Speights'}","{'x': 37, 'y': 13}",True,"{'id': '92', 'txt': 'Jump Shot'}",,37,13,8:18,4,114,74,Marreese Speights  misses 18-foot jumper,9,446,92,
167,400828509448,"{'number': 4, 'displayValue': '4th Quarter'}",Iman Shumpert makes driving layup,home,True,"{'id': '6468', 'name': 'Iman Shumpert'}","{'x': 25, 'y': 0}",True,"{'id': '110', 'txt': 'Driving Layup Shot'}",,25,0,8:07,4,114,76,Iman Shumpert makes driving layup,5,448,110,True
168,400828509450,"{'number': 4, 'displayValue': '4th Quarter'}",Iman Shumpert makes free throw 1 of 1,home,True,"{'id': '6468', 'name': 'Iman Shumpert'}","{'x': 25, 'y': -8}",True,"{'id': '97', 'txt': 'Free Throw - 1 of 1'}",True,25,-8,8:07,4,114,77,Iman Shumpert makes free throw 1 of 1,5,450,97,True
169,400828509453,"{'number': 4, 'displayValue': '4th Quarter'}",Harrison Barnes makes 26-foot  three point jumper  (Ian Clark assists),away,True,"{'id': '6578', 'name': 'Harrison Barnes'}","{'x': 8, 'y': 19}",True,"{'id': '92', 'txt': 'Jump Shot'}",,8,19,7:46,4,117,77,Harrison Barnes makes 26-foot  three point jumper  (Ian Clark assists),9,453,92,True
170,400828509455,"{'number': 4, 'displayValue': '4th Quarter'}",Marreese Speights makes 21-foot jumper (Shaun Livingston assists),away,True,"{'id': '3460', 'name': 'Marreese Speights'}","{'x': 24, 'y': 21}",True,"{'id': '92', 'txt': 'Jump Shot'}",,24,21,7:15,4,119,79,Marreese Speights makes 21-foot jumper (Shaun Livingston assists),9,455,92,True
171,400828509456,"{'number': 4, 'displayValue': '4th Quarter'}",Matthew Dellavedova makes 25-foot  three point jumper ,home,True,"{'id': '2489716', 'name': 'Matthew Dellavedova'}","{'x': 14, 'y': 22}",True,"{'id': '92', 'txt': 'Jump Shot'}",,14,22,6:56,4,119,82,Matthew Dellavedova makes 25-foot  three point jumper ,5,456,92,True
172,400828509464,"{'number': 4, 'displayValue': '4th Quarter'}",Richard Jefferson makes free throw 1 of 2,home,True,"{'id': '1006', 'name': 'Richard Jefferson'}","{'x': 25, 'y': -8}",True,"{'id': '98', 'txt': 'Free Throw - 1 of 2'}",True,25,-8,6:33,4,119,83,Richard Jefferson makes free throw 1 of 2,5,464,98,True
173,400828509466,"{'number': 4, 'displayValue': '4th Quarter'}",Richard Jefferson makes free throw 2 of 2,home,True,"{'id': '1006', 'name': 'Richard Jefferson'}","{'x': 25, 'y': -8}",True,"{'id': '99', 'txt': 'Free Throw - 2 of 2'}",True,25,-8,6:33,4,119,84,Richard Jefferson makes free throw 2 of 2,5,466,99,True
174,400828509469,"{'number': 4, 'displayValue': '4th Quarter'}",Marreese Speights  misses 16-foot jumper,away,,"{'id': '3460', 'name': 'Marreese Speights'}","{'x': 30, 'y': 15}",True,"{'id': '92', 'txt': 'Jump Shot'}",,30,15,6:20,4,119,84,Marreese Speights  misses 16-foot jumper,9,469,92,
175,400828509471,"{'number': 4, 'displayValue': '4th Quarter'}",Anderson Varejao  misses 8-foot two point shot,home,,"{'id': '2419', 'name': 'Anderson Varejao'}","{'x': 33, 'y': 1}",True,"{'id': '114', 'txt': 'Turnaround Jump Shot'}",,33,1,6:00,4,119,84,Anderson Varejao  misses 8-foot two point shot,5,471,114,
176,400828509477,"{'number': 4, 'displayValue': '4th Quarter'}",Marreese Speights makes free throw 1 of 2,away,True,"{'id': '3460', 'name': 'Marreese Speights'}","{'x': 25, 'y': -8}",True,"{'id': '98', 'txt': 'Free Throw - 1 of 2'}",True,25,-8,5:43,4,120,84,Marreese Speights makes free throw 1 of 2,9,477,98,True
177,400828509479,"{'number': 4, 'displayValue': '4th Quarter'}",Marreese Speights makes free throw 2 of 2,away,True,"{'id': '3460', 'name': 'Marreese Speights'}","{'x': 25, 'y': -8}",True,"{'id': '99', 'txt': 'Free Throw - 2 of 2'}",True,25,-8,5:43,4,121,84,Marreese Speights makes free throw 2 of 2,9,479,99,True
178,400828509488,"{'number': 4, 'displayValue': '4th Quarter'}",Anderson Varejao makes free throw 1 of 2,home,True,"{'id': '2419', 'name': 'Anderson Varejao'}","{'x': 25, 'y': -8}",True,"{'id': '98', 'txt': 'Free Throw - 1 of 2'}",True,25,-8,5:33,4,121,85,Anderson Varejao makes free throw 1 of 2,5,488,98,True
179,400828509490,"{'number': 4, 'displayValue': '4th Quarter'}",Anderson Varejao misses free throw 2 of 2,home,,"{'id': '2419', 'name': 'Anderson Varejao'}","{'x': 25, 'y': -8}",True,"{'id': '99', 'txt': 'Free Throw - 2 of 2'}",True,25,-8,5:33,4,121,85,Anderson Varejao misses free throw 2 of 2,5,490,99,
180,400828509493,"{'number': 4, 'displayValue': '4th Quarter'}",Ian Clark  misses 14-foot jumper,away,,"{'id': '2489785', 'name': 'Ian Clark'}","{'x': 38, 'y': 6}",True,"{'id': '92', 'txt': 'Jump Shot'}",,38,6,5:18,4,121,85,Ian Clark  misses 14-foot jumper,9,493,92,
181,400828509495,"{'number': 4, 'displayValue': '4th Quarter'}",Richard Jefferson makes 23-foot  three point jumper  (Anderson Varejao assists),home,True,"{'id': '1006', 'name': 'Richard Jefferson'}","{'x': 48, 'y': 1}",True,"{'id': '92', 'txt': 'Jump Shot'}",,48,1,5:07,4,121,88,Richard Jefferson makes 23-foot  three point jumper  (Anderson Varejao assists),5,495,92,True
182,400828509496,"{'number': 4, 'displayValue': '4th Quarter'}",Leandro Barbosa makes jumper (Jason Thompson assists),away,True,"{'id': '2166', 'name': 'Leandro Barbosa'}","{'x': 25, 'y': 16}",True,"{'id': '92', 'txt': 'Jump Shot'}",,25,16,4:50,4,123,88,Leandro Barbosa makes jumper (Jason Thompson assists),9,496,92,True
183,400828509497,"{'number': 4, 'displayValue': '4th Quarter'}",Jared Cunningham  misses 6-foot jump bank shot,home,,"{'id': '6582', 'name': 'Jared Cunningham'}","{'x': 29, 'y': 5}",True,"{'id': '122', 'txt': 'Jump Shot Bank'}",,29,5,4:37,4,123,88,Jared Cunningham  misses 6-foot jump bank shot,5,497,122,
184,400828509499,"{'number': 4, 'displayValue': '4th Quarter'}",Brandon Rush makes 25-foot  three point jumper  (Ian Clark assists),away,True,"{'id': '3457', 'name': 'Brandon Rush'}","{'x': 37, 'y': 22}",True,"{'id': '92', 'txt': 'Jump Shot'}",,37,22,4:28,4,126,88,Brandon Rush makes 25-foot  three point jumper  (Ian Clark assists),9,499,92,True
185,400828509500,"{'number': 4, 'displayValue': '4th Quarter'}",James Jones makes 16-foot jumper (Matthew Dellavedova assists),home,True,"{'id': '2009', 'name': 'James Jones'}","{'x': 39, 'y': 8}",True,"{'id': '92', 'txt': 'Jump Shot'}",,39,8,4:16,4,126,90,James Jones makes 16-foot jumper (Matthew Dellavedova assists),5,500,92,True
186,400828509517,"{'number': 4, 'displayValue': '4th Quarter'}",Richard Jefferson blocks Brandon Rush's  layup,away,,"{'id': '3457', 'name': 'Brandon Rush'}","{'x': 28, 'y': 0}",True,"{'id': '110', 'txt': 'Driving Layup Shot'}",,28,0,3:54,4,126,90,Richard Jefferson blocks Brandon Rush's  layup,9,517,110,
187,400828509503,"{'number': 4, 'displayValue': '4th Quarter'}",Marreese Speights  misses jumper,away,,"{'id': '3460', 'name': 'Marreese Speights'}","{'x': 42, 'y': -1}",True,"{'id': '92', 'txt': 'Jump Shot'}",,42,-1,3:50,4,126,90,Marreese Speights  misses jumper,9,503,92,
188,400828509505,"{'number': 4, 'displayValue': '4th Quarter'}",Matthew Dellavedova  misses 25-foot three point jumper ,home,,"{'id': '2489716', 'name': 'Matthew Dellavedova'}","{'x': 8, 'y': 19}",True,"{'id': '92', 'txt': 'Jump Shot'}",,8,19,3:39,4,126,90,Matthew Dellavedova  misses 25-foot three point jumper ,5,505,92,
189,400828509507,"{'number': 4, 'displayValue': '4th Quarter'}",Brandon Rush  misses 26-foot three point jumper ,away,,"{'id': '3457', 'name': 'Brandon Rush'}","{'x': 12, 'y': 23}",True,"{'id': '92', 'txt': 'Jump Shot'}",,12,23,3:31,4,126,90,Brandon Rush  misses 26-foot three point jumper ,9,507,92,
190,400828509509,"{'number': 4, 'displayValue': '4th Quarter'}",James Jones  misses 24-foot three point jumper ,home,,"{'id': '2009', 'name': 'James Jones'}","{'x': 44, 'y': 15}",True,"{'id': '92', 'txt': 'Jump Shot'}",,44,15,3:21,4,126,90,James Jones  misses 24-foot three point jumper ,5,509,92,
191,400828509511,"{'number': 4, 'displayValue': '4th Quarter'}",Ian Clark  misses 20-foot jumper,away,,"{'id': '2489785', 'name': 'Ian Clark'}","{'x': 15, 'y': 17}",True,"{'id': '92', 'txt': 'Jump Shot'}",,15,17,3:10,4,126,90,Ian Clark  misses 20-foot jumper,9,511,92,
192,400828509521,"{'number': 4, 'displayValue': '4th Quarter'}",Jared Cunningham makes free throw 1 of 2,home,True,"{'id': '6582', 'name': 'Jared Cunningham'}","{'x': 25, 'y': -8}",True,"{'id': '98', 'txt': 'Free Throw - 1 of 2'}",True,25,-8,3:03,4,126,91,Jared Cunningham makes free throw 1 of 2,5,521,98,True
193,400828509523,"{'number': 4, 'displayValue': '4th Quarter'}",Jared Cunningham makes free throw 2 of 2,home,True,"{'id': '6582', 'name': 'Jared Cunningham'}","{'x': 25, 'y': -8}",True,"{'id': '99', 'txt': 'Free Throw - 2 of 2'}",True,25,-8,3:03,4,126,92,Jared Cunningham makes free throw 2 of 2,5,523,99,True
194,400828509526,"{'number': 4, 'displayValue': '4th Quarter'}",Jason Thompson makes free throw 1 of 2,away,True,"{'id': '3462', 'name': 'Jason Thompson'}","{'x': 25, 'y': -8}",True,"{'id': '98', 'txt': 'Free Throw - 1 of 2'}",True,25,-8,2:48,4,127,92,Jason Thompson makes free throw 1 of 2,9,526,98,True
195,400828509528,"{'number': 4, 'displayValue': '4th Quarter'}",Jason Thompson misses free throw 2 of 2,away,,"{'id': '3462', 'name': 'Jason Thompson'}","{'x': 25, 'y': -8}",True,"{'id': '99', 'txt': 'Free Throw - 2 of 2'}",True,25,-8,2:48,4,127,92,Jason Thompson misses free throw 2 of 2,9,528,99,
196,400828509532,"{'number': 4, 'displayValue': '4th Quarter'}",Leandro Barbosa makes two point shot (Brandon Rush assists),away,True,"{'id': '2166', 'name': 'Leandro Barbosa'}","{'x': 25, 'y': 2}",True,"{'id': '109', 'txt': 'Running Layup Shot'}",,25,2,2:33,4,129,92,Leandro Barbosa makes two point shot (Brandon Rush assists),9,532,109,True
197,400828509533,"{'number': 4, 'displayValue': '4th Quarter'}",James Jones makes  three point jumper  (Anderson Varejao assists),home,True,"{'id': '2009', 'name': 'James Jones'}","{'x': 25, 'y': 25}",True,"{'id': '92', 'txt': 'Jump Shot'}",,25,25,2:17,4,129,95,James Jones makes  three point jumper  (Anderson Varejao assists),5,533,92,True
198,400828509534,"{'number': 4, 'displayValue': '4th Quarter'}",Ian Clark makes 26-foot  three point jumper  (Leandro Barbosa assists),away,True,"{'id': '2489785', 'name': 'Ian Clark'}","{'x': 9, 'y': 20}",True,"{'id': '92', 'txt': 'Jump Shot'}",,9,20,2:03,4,132,95,Ian Clark makes 26-foot  three point jumper  (Leandro Barbosa assists),9,534,92,True
199,400828509535,"{'number': 4, 'displayValue': '4th Quarter'}",James Jones  misses 26-foot three point jumper ,home,,"{'id': '2009', 'name': 'James Jones'}","{'x': 1, 'y': 11}",True,"{'id': '92', 'txt': 'Jump Shot'}",,1,11,1:39,4,132,95,James Jones  misses 26-foot three point jumper ,5,535,92,
200,400828509537,"{'number': 4, 'displayValue': '4th Quarter'}",Ian Clark  misses 27-foot three point jumper ,away,,"{'id': '2489785', 'name': 'Ian Clark'}","{'x': 6, 'y': 18}",True,"{'id': '92', 'txt': 'Jump Shot'}",,6,18,1:28,4,132,95,Ian Clark  misses 27-foot three point jumper ,9,537,92,
201,400828509540,"{'number': 4, 'displayValue': '4th Quarter'}",Jason Thompson  misses 10-foot step back jumpshot,away,,"{'id': '3462', 'name': 'Jason Thompson'}","{'x': 34, 'y': 5}",True,"{'id': '132', 'txt': 'Step Back Jump Shot'}",,34,5,59.0,4,132,97,Jason Thompson  misses 10-foot step back jumpshot,9,540,132,
202,400828509544,"{'number': 4, 'displayValue': '4th Quarter'}",Jared Cunningham misses free throw 1 of 2,home,,"{'id': '6582', 'name': 'Jared Cunningham'}","{'x': 25, 'y': -8}",True,"{'id': '98', 'txt': 'Free Throw - 1 of 2'}",True,25,-8,41.0,4,132,97,Jared Cunningham misses free throw 1 of 2,5,544,98,
203,400828509546,"{'number': 4, 'displayValue': '4th Quarter'}",Jared Cunningham makes free throw 2 of 2,home,True,"{'id': '6582', 'name': 'Jared Cunningham'}","{'x': 25, 'y': -8}",True,"{'id': '99', 'txt': 'Free Throw - 2 of 2'}",True,25,-8,41.0,4,132,98,Jared Cunningham makes free throw 2 of 2,5,546,99,True
204,400828509549,"{'number': 4, 'displayValue': '4th Quarter'}",Ian Clark  misses 27-foot three point jumper ,away,,"{'id': '2489785', 'name': 'Ian Clark'}","{'x': 37, 'y': 24}",True,"{'id': '92', 'txt': 'Jump Shot'}",,37,24,21.0,4,132,98,Ian Clark  misses 27-foot three point jumper ,9,549,92,
205,400828509552,"{'number': 4, 'displayValue': '4th Quarter'}",Jared Cunningham  misses 25-foot three point jumper ,home,,"{'id': '6582', 'name': 'Jared Cunningham'}","{'x': 26, 'y': 25}",True,"{'id': '92', 'txt': 'Jump Shot'}",,26,25,6.0,4,132,98,Jared Cunningham  misses 25-foot three point jumper ,5,552,92,
